ID;Name;Longitude_WGS84;Latitude_WGS84;Street;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;OperatingOrgName;EntryState;global_id;geoData
244;«4-я ул. 8-го Марта», Планетная улица (244);37.54618946;55.80222889;Планетная улица;Северный административный округ;район Аэропорт;А105К;4-я ул. 8-го Марта;;да;ГУП «Мосгортранс»;активна;889085347;{type=Point, coordinates=[37.54618946, 55.80222889]}
245;«1-я ул. 8-го Марта», Планетная улица (245);37.54935307;55.80027904;Планетная улица;Северный административный округ;район Аэропорт;А105К;1-я ул. 8-го Марта;;да;ГУП «Мосгортранс»;активна;889085348;{type=Point, coordinates=[37.54935307, 55.80027904]}
246;«Петровско-Разумовская аллея», Петровско-Разумовская аллея (246);37.55895913;55.79487824;Петровско-Разумовская аллея;Северный административный округ;район Аэропорт;"А105К; А22; А22к; А319; А384; А595; А84; А84К";Петровско-Разумовская аллея;;да;ГУП «Мосгортранс»;активна;889085349;{type=Point, coordinates=[37.55895913, 55.79487824]}
247;«1-я ул. 8-го Марта», Планетная улица (247);37.548412938;55.8011267664;Планетная улица;Северный административный округ;район Аэропорт;"А105; А105К";1-я ул. 8-го Марта;;да;ГУП «Мосгортранс»;активна;889085350;{type=Point, coordinates=[37.548412938, 55.8011267664]}
248;«4-я ул. 8-го Марта», Планетная улица (248);37.54517782;55.80315252;Планетная улица;Северный административный округ;район Аэропорт;"А105; А105К";4-я ул. 8-го Марта;;да;ГУП «Мосгортранс»;активна;889085351;{type=Point, coordinates=[37.54517782, 55.80315252]}
249;«Ленинградский рынок - К/т Баку», Часовая улица (249);37.52945405;55.80877473;Часовая улица;Северный административный округ;район Аэропорт;"А105; А105К; А110";Ленинградский рынок - К/т Баку;;да;ГУП «Мосгортранс»;активна;889085352;{type=Point, coordinates=[37.52945405, 55.80877473]}
250;«Университет Путей сообщения», Часовая улица (250);37.52573767;55.80972867;Часовая улица;Северный административный округ;район Аэропорт;"А105; А105К; А110";Университет Путей сообщения;;да;ГУП «Мосгортранс»;активна;889085353;{type=Point, coordinates=[37.52573767, 55.80972867]}
251;«1-й Балтийский пер.», Часовая улица (251);37.5202407;55.81113993;Часовая улица;Северный административный округ;район Аэропорт;"А105; А105К; А110";1-й Балтийский пер.;;нет;;активна;889085354;{type=Point, coordinates=[37.5202407, 55.81113993]}
253;«Почта», 1-й Волоколамский проезд (253);37.49206711;55.80137286;1-й Волоколамский проезд;Северо-Западный административный округ;район Щукино;"А105; А800";Почта;;да;ГУП «Мосгортранс»;активна;889085355;{type=Point, coordinates=[37.49206711, 55.80137286]}
254;«1-й Волоколамский пр.», 1-й Волоколамский проезд (254);37.49077163;55.80282528;1-й Волоколамский проезд;Северо-Западный административный округ;район Щукино;"А105; А800";1-й Волоколамский пр.;;да;ГУП «Мосгортранс»;активна;889085356;{type=Point, coordinates=[37.49077163, 55.80282528]}
255;«2-й Пехотный пер.», 2-й Пехотный переулок (255);37.488723;55.80451364;2-й Пехотный переулок;Северо-Западный административный округ;район Щукино;"А105; А800";2-й Пехотный пер.;;да;ГУП «Мосгортранс»;активна;889085357;{type=Point, coordinates=[37.488723, 55.80451364]}
256;«52-я гор. б-ца», Пехотная улица (256);37.48429864;55.80584452;Пехотная улица;Северо-Западный административный округ;район Щукино;"А105; А800";52-я гор. б-ца;;да;ГУП «Мосгортранс»;активна;889085358;{type=Point, coordinates=[37.48429864, 55.80584452]}
257;«Детский сад», Сосновая улица (257);37.48307023;55.80702966;Сосновая улица;Северо-Западный административный округ;район Щукино;"А105; А800";Детский сад;;нет;;активна;889085359;{type=Point, coordinates=[37.48307023, 55.80702966]}
258;«Сосновая ул.», Сосновая улица (258);37.47847049;55.80690064;Сосновая улица;Северо-Западный административный округ;район Щукино;"А105; А800";Сосновая ул.;;да;ГУП «Мосгортранс»;активна;889085360;{type=Point, coordinates=[37.47847049, 55.80690064]}
259;«1-й Пехотный пер.», улица Академика Курчатова (259);37.47660275;55.80425072;улица Академика Курчатова;Северо-Западный административный округ;район Щукино;"А105; А800";1-й Пехотный пер.;;да;ГУП «Мосгортранс»;активна;889085361;{type=Point, coordinates=[37.47660275, 55.80425072]}
260;«Пулковская ул.», Авангардная улица (260);37.48956885;55.84613923;Авангардная улица;Северный административный округ;Головинский район;"А500; А621; А70";Пулковская ул.;;да;ГУП «Мосгортранс»;активна;889085362;{type=Point, coordinates=[37.48956885, 55.84613923]}
261;«Флотская ул., 36», Флотская улица (261);37.49234418;55.85079102;Флотская улица;Северный административный округ;Головинский район;"А500; А621; А70";Флотская ул., 36;;да;ГУП «Мосгортранс»;активна;889085363;{type=Point, coordinates=[37.49234418, 55.85079102]}
262;«Поликлиника», Флотская улица (262);37.50108072;55.85399188;Флотская улица;Северный административный округ;Головинский район;"А500; А621; А698; А70";Поликлиника;;да;ГУП «Мосгортранс»;активна;889085364;{type=Point, coordinates=[37.50108072, 55.85399188]}
263;«Школа № 648», Флотская улица (263);37.50383408;55.8549718;Флотская улица;Северный административный округ;Головинский район;"А500; А621; А698; А70";Школа № 648;;да;ГУП «Мосгортранс»;активна;889085365;{type=Point, coordinates=[37.50383408, 55.8549718]}
264;«Флотская ул.», Флотская улица (264);37.50949264;55.85700257;Флотская улица;Северный административный округ;Головинский район;"А500; А621; А698; А70";Флотская ул.;;да;ГУП «Мосгортранс»;активна;889085366;{type=Point, coordinates=[37.50949264, 55.85700257]}
265;«Солнечногорская ул.», Солнечногорская улица (265);37.51478718;55.85677503;Солнечногорская улица;Северный административный округ;Головинский район;"А565; А65; А698; А70";Солнечногорская ул.;;да;ГУП «Мосгортранс»;активна;889085367;{type=Point, coordinates=[37.51478718, 55.85677503]}
266;«Сенежская ул.,1 - Торговое училище», Сенежская улица (266);37.51657768;55.85973631;Сенежская улица;Северный административный округ;Головинский район;А70;Сенежская ул.,1 - Торговое училище;;да;ГУП «Мосгортранс»;активна;889085368;{type=Point, coordinates=[37.51657768, 55.85973631]}
267;«Сенежская ул.», Сенежская улица (267);37.51423581;55.86089426;Сенежская улица;Северный административный округ;Головинский район;А70;Сенежская ул.;;нет;;активна;889085369;{type=Point, coordinates=[37.51423581, 55.86089426]}
268;«Солнечногорская ул.», Солнечногорская улица (268);37.51401468;55.85642813;Солнечногорская улица;Северный административный округ;Головинский район;"А565; А65; А65К; А698; А70";Солнечногорская ул.;;да;ГУП «Мосгортранс»;активна;889085370;{type=Point, coordinates=[37.51401468, 55.85642813]}
269;«Флотская ул.», Флотская улица (269);37.50859495;55.85691524;Флотская улица;Северный административный округ;район Ховрино;"А500; А621; А698; А70";Флотская ул.;;да;ГУП «Мосгортранс»;активна;889085371;{type=Point, coordinates=[37.50859495, 55.85691524]}
270;«Поликлиника», Флотская улица (270);37.50178932;55.85446122;Флотская улица;Северный административный округ;район Ховрино;"А500; А621; А698; А70";Поликлиника;;да;ГУП «Мосгортранс»;активна;889085372;{type=Point, coordinates=[37.50178932, 55.85446122]}
271;«Смольная ул.», Флотская улица (271);37.49462719;55.85184812;Флотская улица;Северный административный округ;район Левобережный;"А500; А594; А621; А698; А70";Смольная ул.;;да;ГУП «Мосгортранс»;активна;889085373;{type=Point, coordinates=[37.49462719, 55.85184812]}
272;«Пулковская ул.», Авангардная улица (272);37.48979253;55.84540275;Авангардная улица;Северный административный округ;Головинский район;"А500; А621; А70";Пулковская ул.;;да;ГУП «Мосгортранс»;активна;889085375;{type=Point, coordinates=[37.48979253, 55.84540275]}
273;«Ин-т Цветметавтоматика», Бескудниковский бульвар (273);37.5624217;55.85891159;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; Тб36; А466; АМ10; АТ47";Ин-т Цветметавтоматика;;да;ГУП «Мосгортранс»;активна;889085376;{type=Point, coordinates=[37.5624217, 55.85891159]}
274;«Метро Верхние Лихоборы - Северный вестибюль», Бескудниковский бульвар (274);37.56240503;55.85738031;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А149; А154; А167; А170; АМ10";Метро Верхние Лихоборы - Северный вестибюль;;да;ГУП «Мосгортранс»;активна;889085377;{type=Point, coordinates=[37.56240503, 55.85738031]}
275;«Нарвская ул. - Университет Гражданской Авиации», Кронштадтский бульвар (275);37.5031925;55.84459084;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Нарвская ул. - Университет Гражданской Авиации;;да;ГУП «Мосгортранс»;активна;889085378;{type=Point, coordinates=[37.5031925, 55.84459084]}
276;«Акад. Туризма», Кронштадтский бульвар (276);37.51280334;55.85174733;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Акад. Туризма;;да;ГУП «Мосгортранс»;активна;889085379;{type=Point, coordinates=[37.51280334, 55.85174733]}
277;«Лихоборская наб.», Кронштадтский бульвар (277);37.51607697;55.85266649;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Лихоборская наб.;;да;ГУП «Мосгортранс»;активна;889085380;{type=Point, coordinates=[37.51607697, 55.85266649]}
278;«Солнечногорская ул.,15 - Торговое училище», Солнечногорская улица (278);37.52010601;55.86081819;Солнечногорская улица;Северный административный округ;Головинский район;"А565; А65; А698";Солнечногорская ул.,15 - Торговое училище;;да;ГУП «Мосгортранс»;активна;889085381;{type=Point, coordinates=[37.52010601, 55.86081819]}
279;«Солнечногорская ул.,15 - Торговое училище», Солнечногорская улица (279);37.51934402;55.86053444;Солнечногорская улица;Северный административный округ;Головинский район;"А565; А65; А65К; А698";Солнечногорская ул.,15 - Торговое училище;;да;ГУП «Мосгортранс»;активна;889085382;{type=Point, coordinates=[37.51934402, 55.86053444]}
280;«Лихоборская наб.», Кронштадтский бульвар (280);37.5151295;55.85259736;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Лихоборская наб.;;да;ГУП «Мосгортранс»;активна;889085383;{type=Point, coordinates=[37.5151295, 55.85259736]}
281;«Акад. Туризма», Кронштадтский бульвар (281);37.51095173;55.85131969;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Акад. Туризма;;да;ГУП «Мосгортранс»;активна;889085384;{type=Point, coordinates=[37.51095173, 55.85131969]}
282;«Нарвская ул. - Университет Гражданской Авиации», Кронштадтский бульвар (282);37.50317031;55.8447254;Кронштадтский бульвар;Северный административный округ;Головинский район;"А139; А595; А65; А65К; А72; А888";Нарвская ул. - Университет Гражданской Авиации;;да;ГУП «Мосгортранс»;активна;889085385;{type=Point, coordinates=[37.50317031, 55.8447254]}
283;«Пр. Черепановых», Михалковская улица (283);37.52662018;55.83961008;Михалковская улица;Северный административный округ;район Коптево;"А22; А595; А72; А801; А87";Пр. Черепановых;;да;ГУП «Мосгортранс»;активна;889085386;{type=Point, coordinates=[37.52662018, 55.83961008]}
284;«Соболевский пр.», Михалковская улица (284);37.5301106;55.83867407;Михалковская улица;Северный административный округ;район Коптево;"А22; А595; А72; А801; А87";Соболевский пр.;;да;ГУП «Мосгортранс»;активна;889085387;{type=Point, coordinates=[37.5301106, 55.83867407]}
285;«К/т Байкал», улица Прянишникова (285);37.5406501216;55.8358742113;улица Прянишникова;Северный административный округ;Тимирязевский район;"А22; А72; А801; А87";К/т Байкал;;нет;;активна;889085388;{type=Point, coordinates=[37.5406501216, 55.8358742113]}
286;«Университет Печати», улица Прянишникова (286);37.54323422;55.83518736;улица Прянишникова;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Университет Печати;;нет;;активна;889085389;{type=Point, coordinates=[37.54323422, 55.83518736]}
287;«Тимирязевская академия», Тимирязевская улица (287);37.54993836;55.83341524;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Тимирязевская академия;;да;ГУП «Мосгортранс»;активна;889085390;{type=Point, coordinates=[37.54993836, 55.83341524]}
288;«Пасечная ул.», Тимирязевская улица (288);37.55276469;55.82979983;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Пасечная ул.;;да;ГУП «Мосгортранс»;активна;889085391;{type=Point, coordinates=[37.55276469, 55.82979983]}
289;«Парк Дубки», Тимирязевская улица (289);37.56230019;55.81830039;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А692; А72; А801; А82";Парк Дубки;;да;ГУП «Мосгортранс»;активна;889085392;{type=Point, coordinates=[37.56230019, 55.81830039]}
290;«50-я гор. б-ца», улица Вучетича (290);37.55706274;55.81245767;улица Вучетича;Северный административный округ;Тимирязевский район;"А22; А319; А595; А692";50-я гор. б-ца;;да;ГУП «Мосгортранс»;активна;889085393;{type=Point, coordinates=[37.55706274, 55.81245767]}
291;«Пр. Соломенной Сторожки», улица Вучетича (291);37.56009979;55.80729184;улица Вучетича;Северный административный округ;Тимирязевский район;"А22; А319; А595; А692";Пр. Соломенной Сторожки;;да;ГУП «Мосгортранс»;активна;889085394;{type=Point, coordinates=[37.56009979, 55.80729184]}
292;«Дмитровский пр.», Тимирязевская улица (292);37.57133003;55.80737234;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А319; А595; А692; А72; А82";Дмитровский пр.;;да;ГУП «Мосгортранс»;активна;889085395;{type=Point, coordinates=[37.57133003, 55.80737234]}
293;«Всероссийское Общество Слепых», 2-я Хуторская улица (293);37.56798446;55.80496909;2-я Хуторская улица;Северный административный округ;Савёловский район;"А22; А319; А692; А82";Всероссийское Общество Слепых;;да;ГУП «Мосгортранс»;активна;889085396;{type=Point, coordinates=[37.56798446, 55.80496909]}
294;«2-я Хуторская ул.», Петровско-Разумовский проезд (294);37.56360306;55.80245464;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А319; А692; А82";2-я Хуторская ул.;;да;ГУП «Мосгортранс»;активна;889085397;{type=Point, coordinates=[37.56360306, 55.80245464]}
295;«Писцовая ул.», Петровско-Разумовский проезд (295);37.56828288;55.7976739;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А692; А82";Писцовая ул.;;да;ГУП «Мосгортранс»;активна;889085398;{type=Point, coordinates=[37.56828288, 55.7976739]}
296;«Петровско-Разумовский пр.», Петровско-Разумовский проезд (296);37.56856682;55.7959313;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А692";Петровско-Разумовский пр.;;да;ГУП «Мосгортранс»;активна;889085399;{type=Point, coordinates=[37.56856682, 55.7959313]}
299;«Петровско-Разумовский пр.», Петровско-Разумовский проезд (299);37.56899242;55.79483867;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А692";Петровско-Разумовский пр.;;да;ГУП «Мосгортранс»;активна;889085400;{type=Point, coordinates=[37.56899242, 55.79483867]}
300;«Писцовая ул.», Петровско-Разумовский проезд (300);37.56806202;55.79828331;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А319; А692; А82";Писцовая ул.;;да;ГУП «Мосгортранс»;активна;889085401;{type=Point, coordinates=[37.56806202, 55.79828331]}
301;«2-я Хуторская ул.», Петровско-Разумовский проезд (301);37.56409114;55.80233029;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; А319; А692; А82";2-я Хуторская ул.;;да;ГУП «Мосгортранс»;активна;889085402;{type=Point, coordinates=[37.56409114, 55.80233029]}
302;«Всероссийское Общество Слепых», 2-я Хуторская улица (302);37.56887588;55.80500294;2-я Хуторская улица;Северный административный округ;Савёловский район;"А22; А319; А692; А82";Всероссийское Общество Слепых;;да;ГУП «Мосгортранс»;активна;889085403;{type=Point, coordinates=[37.56887588, 55.80500294]}
303;«Дмитровский пр.», Тимирязевская улица (303);37.57049117;55.80882552;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А319; А595; А604; А692; А72; А727; А82";Дмитровский пр.;;да;ГУП «Мосгортранс»;активна;889085404;{type=Point, coordinates=[37.57049117, 55.80882552]}
304;«50-я гор. б-ца», улица Вучетича (304);37.55786267;55.81167022;улица Вучетича;Северный административный округ;Тимирязевский район;"А22; А319; А466; А574; А595; А604; А692; А801";50-я гор. б-ца;;да;ГУП «Мосгортранс»;активна;889085405;{type=Point, coordinates=[37.55786267, 55.81167022]}
305;«Парк Дубки», Тимирязевская улица (305);37.56165453;55.81949598;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А319; А466; А574; А595; А604; А692; А72; А801; А82";Парк Дубки;;да;ГУП «Мосгортранс»;активна;889085406;{type=Point, coordinates=[37.56165453, 55.81949598]}
306;«Красностуденческий пр.», Тимирязевская улица (306);37.55898612;55.82271493;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801";Красностуденческий пр.;;да;ГУП «Мосгортранс»;активна;889085407;{type=Point, coordinates=[37.55898612, 55.82271493]}
307;«Пасечная ул.», Тимирязевская улица (307);37.5525004;55.83051264;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Пасечная ул.;;да;ГУП «Мосгортранс»;активна;889085408;{type=Point, coordinates=[37.5525004, 55.83051264]}
308;«Тимирязевская академия», Тимирязевская улица (308);37.55004232;55.83375504;Тимирязевская улица;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Тимирязевская академия;;да;ГУП «Мосгортранс»;активна;889085409;{type=Point, coordinates=[37.55004232, 55.83375504]}
309;«Университет Печати», улица Прянишникова (309);37.54191519;55.83571746;улица Прянишникова;Северный административный округ;Тимирязевский район;"А22; А595; А72; А801; А87";Университет Печати;;да;ГУП «Мосгортранс»;активна;889085410;{type=Point, coordinates=[37.54191519, 55.83571746]}
310;«К/т Байкал», Михалковская улица (310);37.53760115;55.83686083;Михалковская улица;Северный административный округ;район Коптево;"А22; А595; А72; А801; А87";К/т Байкал;;нет;;активна;889085411;{type=Point, coordinates=[37.53760115, 55.83686083]}
311;«Пр. Черепановых», Михалковская улица (311);37.52668729;55.83977396;Михалковская улица;Северный административный округ;район Коптево;"А22; А595; А72; А801; А87";Пр. Черепановых;;да;ГУП «Мосгортранс»;активна;889085412;{type=Point, coordinates=[37.52668729, 55.83977396]}
313;«М-н Оптика», Петровско-Разумовский проезд (313);37.56965969;55.79220519;Петровско-Разумовский проезд;Северный административный округ;Савёловский район;"А22; АТ29";М-н Оптика;;да;ГУП «Мосгортранс»;активна;889085413;{type=Point, coordinates=[37.56965969, 55.79220519]}
314;«Пр. Соломенной Сторожки», улица Вучетича (314);37.56000307;55.80805865;улица Вучетича;Северный административный округ;Тимирязевский район;"А22; А319; А466; А574; А595; А604; А692; А801";Пр. Соломенной Сторожки;;да;ГУП «Мосгортранс»;активна;889085414;{type=Point, coordinates=[37.56000307, 55.80805865]}
315;«Ижорская ул.», Ижорская улица (315);37.51005825;55.88876084;Ижорская улица;Северный административный округ;Дмитровский район;"А200; А270; А656; А799";Ижорская ул.;;да;ГУП «Мосгортранс»;активна;889085415;{type=Point, coordinates=[37.51005825, 55.88876084]}
316;«Бусиново», улица Бусиновская Горка (316);37.49607096;55.88176129;улица Бусиновская Горка;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656";Бусиново;;нет;;активна;889085416;{type=Point, coordinates=[37.49607096, 55.88176129]}
317;«Краснополянская ул.», Краснополянская улица (317);37.48803781;55.88465504;Краснополянская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656";Краснополянская ул.;;да;ГУП «Мосгортранс»;активна;889085417;{type=Point, coordinates=[37.48803781, 55.88465504]}
318;«Ижорская ул., 6», Ижорская улица (318);37.50137028;55.88251592;Ижорская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Ижорская ул., 6;;да;ГУП «Мосгортранс»;активна;889085418;{type=Point, coordinates=[37.50137028, 55.88251592]}
319;«Ул. Марш. Федоренко», Краснополянская улица (319);37.48590023;55.88337571;Краснополянская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Ул. Марш. Федоренко;;да;ГУП «Мосгортранс»;активна;889085419;{type=Point, coordinates=[37.48590023, 55.88337571]}
320;«Краснополянская ул.», Краснополянская улица (320);37.48930901;55.88488982;Краснополянская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Краснополянская ул.;;да;ГУП «Мосгортранс»;активна;889085420;{type=Point, coordinates=[37.48930901, 55.88488982]}
321;«Ул. Бусиновская Горка», улица Бусиновская Горка (321);37.493061;55.88546893;улица Бусиновская Горка;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Ул. Бусиновская Горка;;да;ГУП «Мосгортранс»;активна;889085421;{type=Point, coordinates=[37.493061, 55.88546893]}
323;«Ижорская ул., 6», Ижорская улица (323);37.50083838;55.88171538;Ижорская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Ижорская ул., 6;;да;ГУП «Мосгортранс»;активна;889085422;{type=Point, coordinates=[37.50083838, 55.88171538]}
324;«Рыбокомбинат», Ижорская улица (324);37.50484126;55.88495156;Ижорская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656; А799";Рыбокомбинат;;да;ГУП «Мосгортранс»;активна;889085423;{type=Point, coordinates=[37.50484126, 55.88495156]}
325;«Ижорская ул.», Ижорская улица (325);37.51065136;55.88870379;Ижорская улица;Северный административный округ;район Западное Дегунино;"А200; А270; А656; А799";Ижорская ул.;;да;ГУП «Мосгортранс»;активна;889085424;{type=Point, coordinates=[37.51065136, 55.88870379]}
326;«15-й таксомоторный парк», улица Лавочкина (326);37.48482432;55.86628947;улица Лавочкина;Северный административный округ;район Ховрино;"А138; А188; А200; А559; А673; А801";15-й таксомоторный парк;;да;ГУП «Мосгортранс»;активна;889085425;{type=Point, coordinates=[37.48482432, 55.86628947]}
328;«К/т Волга», Дмитровское шоссе (328);37.54249343;55.88858272;Дмитровское шоссе;Северный административный округ;Дмитровский район;"А149; А63; А763; А763К; А843; А994; АТ78";К/т Волга;;да;ГУП «Мосгортранс»;активна;889085426;{type=Point, coordinates=[37.54249343, 55.88858272]}
333;«Селигерская ул.», Дмитровское шоссе (333);37.54670927;55.8690459399999;Дмитровское шоссе;Северный административный округ;Бескудниковский район;"А843; А994; АТ78";Селигерская ул.;;нет;;активна;889085427;{type=Point, coordinates=[37.54670927, 55.8690459399999]}
336;«7-й автобусный парк», Дмитровское шоссе (336);37.5651513586;55.8521440018;Дмитровское шоссе;Северный административный округ;Бескудниковский район;"А154; Тб36; А843; АТ47; АТ56; АТ78";7-й автобусный парк;;да;ГУП «Мосгортранс»;активна;889085428;{type=Point, coordinates=[37.5651513586, 55.8521440018]}
337;«Нижн. Лихоборы», Дмитровское шоссе (337);37.56835312;55.84736639;Дмитровское шоссе;Северный административный округ;Тимирязевский район;"Тб36; А591; АТ47; АТ56";Нижн. Лихоборы;;да;ГУП «Мосгортранс»;активна;889085429;{type=Point, coordinates=[37.56835312, 55.84736639]}
340;«434-е отделение связи», Дмитровское шоссе (340);37.5730144;55.82156527;Дмитровское шоссе;Северный административный округ;Тимирязевский район;"А319; А466; А574; А604; А87; АМ10; АТ47; АТ56; АТ78";434-е отделение связи;;да;ЗАО «Валль-СНГ»;активна;889085430;{type=Point, coordinates=[37.5730144, 55.82156527]}
341;«Ул. Всеволода Вишневского», Дмитровское шоссе (341);37.57784748;55.81266755;Дмитровское шоссе;Северный административный округ;Тимирязевский район;"А604; А87; АМ10; АТ47; АТ56; АТ78";Ул. Всеволода Вишневского;;да;ЗАО «Валль-СНГ»;активна;889085431;{type=Point, coordinates=[37.57784748, 55.81266755]}
342;«Метро Дмитровская», Бутырская улица (342);37.58130875;55.80662786;Бутырская улица;Северный административный округ;Савёловский район;"АТ29; АТ3; АТ47; АТ56; АТ78";Метро Дмитровская;;да;ГУП «Мосгортранс»;активна;889085432;{type=Point, coordinates=[37.58130875, 55.80662786]}
343;«Бутырская ул., 62», Бутырская улица (343);37.58301545;55.80184252;Бутырская улица;Северный административный округ;Савёловский район;"А87; АМ10; АТ29; АТ3; АТ47; АТ56; АТ78";Бутырская ул., 62;;да;ЗАО «Валль-СНГ»;активна;889085433;{type=Point, coordinates=[37.58301545, 55.80184252]}
344;«Бутырская ул., 46», Бутырская улица (344);37.5833357215;55.800461473;Бутырская улица;Северный административный округ;Савёловский район;"А87; АМ10; АТ29; АТ3; АТ47; АТ56; АТ78";Бутырская ул., 46;;да;ЗАО «Валль-СНГ»;активна;889085434;{type=Point, coordinates=[37.5833357215, 55.800461473]}
